userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
tdelvecc,ThreeCycle,23,eval_input,2020-04-03 15:03:06,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + A->D + B->D + A->C + C->C
  }",false,,,,,
tdelvecc,ThreeCycle,24,eval_input,2020-04-03 15:04:33,"inst myInst {
  Node = A
  edges = A->A
}",false,,,,,
tdelvecc,ThreeCycle,25,eval_input,2020-04-03 15:05:35,"inst myInst {
  Node = A
  edges = none
}",false,,,,,
tdelvecc,ThreeCycle,26,eval_input,2020-04-03 15:05:48,"inst myInst {
  Node = none
  edges = none
}",false,,,,,
tdelvecc,ThreeCycle,27,eval_input,2020-04-03 15:05:53,"inst myInst {
  Node = A
  edges = none
}",false,,,,,
tdelvecc,ThreeCycle,28,eval_input,2020-04-03 15:06:01,"inst myInst {
  Node = A
  edges = A->A
}",false,,,,,
tdelvecc,ThreeCycle,29,eval_input,2020-04-03 15:06:08,"inst myInst {
  Node = A + B
  edges = none
}",false,,,,,
tdelvecc,ThreeCycle,30,eval_input,2020-04-03 15:06:13,"inst myInst {
  Node = A + B
  edges = A->B
}",false,,,,,
tdelvecc,ThreeCycle,31,eval_input,2020-04-03 15:06:21,"inst myInst {
  Node = A + B
  edges = A->B + B->A
}",false,,,,,
tdelvecc,ThreeCycle,32,eval_input,2020-04-03 15:06:31,"inst myInst {
  Node = A + B
  edges = A->A + B->B
}",false,,,,,
tdelvecc,ThreeCycle,33,eval_input,2020-04-03 15:06:37,"inst myInst {
  Node = A + B
  edges = A->A + B->B + A->B + B->A
}",false,,,,,
tdelvecc,ThreeCycle,34,eval_input,2020-04-03 15:06:51,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->A
}",false,,,,,
tdelvecc,ThreeCycle,35,eval_input,2020-04-03 15:07:00,"inst myInst {
  Node = A + B + C + D
  edges = A->C
}",false,,,,,
tdelvecc,ThreeCycle,36,eval_input,2020-04-03 15:07:26,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->A + B->A + C->B + D->C
}",true,,,,,
tdelvecc,ThreeCycle,37,eval_input,2020-04-03 15:07:39,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->A + B->A + C->B
}",true,,,,,
tdelvecc,ThreeCycle,38,eval_input,2020-04-03 15:08:16,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->A + B->A
}",true,,,,,
tdelvecc,ThreeCycle,39,eval_input,2020-04-03 15:08:21,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->A
}",true,,,,,
tdelvecc,ThreeCycle,40,eval_input,2020-04-03 15:08:25,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C
}",false,,,,,
tdelvecc,ThreeCycle,41,eval_input,2020-04-03 15:08:31,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->B
}",false,,,,,
tdelvecc,ThreeCycle,42,eval_input,2020-04-03 15:08:42,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->B
}",true,,,,,
tdelvecc,ThreeCycle,43,eval_input,2020-04-03 15:08:48,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
}",true,,,,,
tdelvecc,ThreeCycle,44,eval_input,2020-04-03 15:09:00,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A + C->C
}",true,,,,,
tdelvecc,ThreeCycle,45,eval_input,2020-04-03 15:09:15,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->C + C->A
}",true,,,,,
tdelvecc,ThreeCycle,46,eval_input,2020-04-03 15:09:28,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->A + D->E + E->F + F->D
}",true,,,,,
tdelvecc,ThreeCycle,47,eval_input,2020-04-03 15:09:32,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + E->F + F->D
}",false,,,,,
tdelvecc,ThreeCycle,48,eval_input,2020-04-03 15:09:46,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->A
}",false,,,,,
tdelvecc,ThreeCycle,49,eval_input,2020-04-03 15:09:51,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->A
}",false,,,,,
tdelvecc,ThreeCycle,50,eval_input,2020-04-03 15:09:56,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->F + F->A
}",false,,,,,
tdelvecc,ThreeCycle,51,eval_input,2020-04-03 15:09:57,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->F + F->A
}",false,,,,,
tdelvecc,ThreeCycle,52,eval_input,2020-04-03 15:10:03,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->F + F->A + F->D
}",true,,,,,
tdelvecc,IsDag,0,eval_input,2020-04-03 19:32:28,"inst myInst {
  Node = A
  edges = A->A
  }",false,,,,,
tdelvecc,IsDag,1,eval_input,2020-04-03 19:32:33,"inst myInst {
  Node = A + B
  edges = A->B
  }",true,,,,,
tdelvecc,IsDag,2,quiz_answer,2020-04-03 19:32:47,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
tdelvecc,IsDag,3,quiz_answer,2020-04-03 19:32:51,"inst myInst {
      Node = A
      edges = none
    }",true,1,true,true,,
tdelvecc,IsDag,4,quiz_answer,2020-04-03 19:32:56,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",false,2,false,true,,
tdelvecc,IsDag,5,quiz_answer,2020-04-03 19:33:02,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",true,3,true,true,,
tdelvecc,IsDag,6,quiz_answer,2020-04-03 19:33:05,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",false,4,false,true,,
tdelvecc,IsDag,7,quiz_answer,2020-04-03 19:33:09,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",true,5,true,true,,
tdelvecc,IsDag,8,quiz_answer,2020-04-03 19:33:15,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",false,6,false,true,,
tdelvecc,IsDag,9,quiz_answer,2020-04-03 19:33:19,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
tdelvecc,IsDag,10,final_answer,2020-04-03 19:33:21,,,,,,is dag,
tdelvecc,ThreeCycle,11,eval_input,2020-04-03 19:33:34,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
  }",true,,,,,
tdelvecc,ThreeCycle,12,eval_input,2020-04-03 19:33:37,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->B
  }",false,,,,,
tdelvecc,ThreeCycle,13,quiz_answer,2020-04-03 19:34:24,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
tdelvecc,ThreeCycle,14,quiz_answer,2020-04-03 19:34:26,"inst myInst {
      Node = A
      edges = none
    }",false,1,false,true,,
tdelvecc,ThreeCycle,15,quiz_answer,2020-04-03 19:34:28,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",false,2,false,true,,
tdelvecc,ThreeCycle,16,quiz_answer,2020-04-03 19:34:32,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",false,3,false,true,,
tdelvecc,ThreeCycle,17,quiz_answer,2020-04-03 19:34:36,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",true,4,true,true,,
tdelvecc,ThreeCycle,18,quiz_answer,2020-04-03 19:34:39,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",false,5,false,true,,
tdelvecc,ThreeCycle,19,quiz_answer,2020-04-03 19:34:43,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",false,6,false,true,,
tdelvecc,ThreeCycle,20,quiz_answer,2020-04-03 19:34:47,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
tdelvecc,ThreeCycle,21,final_answer,2020-04-03 19:34:48,,,,,,has three distinct nodes which form a cycle,
tdelvecc,IsBipartite,22,eval_input,2020-04-03 19:35:17,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
  }",false,,,,,
tdelvecc,IsBipartite,23,eval_input,2020-04-03 19:35:25,"inst myInst {
  Node = none
  edges = none
  }",true,,,,,
tdelvecc,IsBipartite,24,eval_input,2020-04-03 19:35:28,"inst myInst {
  Node = A
  edges = none
  }",true,,,,,
tdelvecc,IsBipartite,25,eval_input,2020-04-03 19:35:31,"inst myInst {
  Node = A + B
  edges = none
  }",true,,,,,
tdelvecc,IsBipartite,26,eval_input,2020-04-03 19:35:33,"inst myInst {
  Node = A + B + C
  edges = none
  }",true,,,,,
tdelvecc,IsBipartite,27,eval_input,2020-04-03 19:35:35,"inst myInst {
  Node = A + B + C + D
  edges = none
  }",true,,,,,
tdelvecc,IsBipartite,28,eval_input,2020-04-03 19:35:41,"inst myInst {
  Node = A
  edges = A->A
  }",false,,,,,
tdelvecc,IsBipartite,29,eval_input,2020-04-03 19:35:47,"inst myInst {
  Node = A + B
  edges = A->B
  }",true,,,,,
tdelvecc,IsBipartite,30,eval_input,2020-04-03 19:35:51,"inst myInst {
  Node = A + B
  edges = A->A
  }",false,,,,,
tdelvecc,IsBipartite,31,eval_input,2020-04-03 19:35:57,"inst myInst {
  Node = A + B
  edges = A->B + B->A
  }",true,,,,,
tdelvecc,IsBipartite,32,eval_input,2020-04-03 19:36:27,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
  }",false,,,,,
tdelvecc,IsBipartite,33,eval_input,2020-04-03 19:36:35,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->A
  }",true,,,,,
tdelvecc,IsBipartite,34,eval_input,2020-04-03 19:36:37,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->B
  }",false,,,,,
tdelvecc,IsBipartite,35,eval_input,2020-04-03 19:36:47,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->C
  }",false,,,,,
tdelvecc,IsBipartite,36,eval_input,2020-04-03 19:36:51,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->B
  }",true,,,,,
tdelvecc,IsBipartite,37,quiz_answer,2020-04-03 19:37:13,"inst myInst {
      Node = A 
      edges = A->A
    }",true,0,false,false,,
tdelvecc,IsBipartite,38,quiz_answer,2020-04-03 19:37:37,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
tdelvecc,IsBipartite,39,quiz_answer,2020-04-03 19:37:42,"inst myInst {
      Node = A
      edges = none
    }",true,1,true,true,,
tdelvecc,IsBipartite,40,quiz_answer,2020-04-03 19:37:45,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",true,2,true,true,,
tdelvecc,IsBipartite,41,quiz_answer,2020-04-03 19:37:51,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",true,3,true,true,,
tdelvecc,IsBipartite,42,quiz_answer,2020-04-03 19:37:55,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",false,4,false,true,,
tdelvecc,IsBipartite,43,quiz_answer,2020-04-03 19:37:59,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",true,5,true,true,,
tdelvecc,IsBipartite,44,quiz_answer,2020-04-03 19:38:03,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",true,6,true,true,,
tdelvecc,IsBipartite,45,quiz_answer,2020-04-03 19:38:07,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
tdelvecc,IsBipartite,46,final_answer,2020-04-03 19:38:08,,,,,,has NO odd-cycle,
wschor,IsBipartite,0,eval_input,2020-04-06 10:16:24,"inst myInst {
  Node = A
       + B
       + C
  edges = none
}",true,,,,,
wschor,IsBipartite,1,eval_input,2020-04-06 10:16:52,"inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->C
}",true,,,,,
wschor,IsBipartite,2,eval_input,2020-04-06 10:17:21,"inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->C + C->A
}",false,,,,,
wschor,IsBipartite,3,eval_input,2020-04-06 10:17:51,"inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->A
}",true,,,,,
wschor,IsBipartite,4,eval_input,2020-04-06 10:18:06,"inst myInst {
  Node = A
       + B
  edges = A->B + B->A
}",true,,,,,
wschor,IsBipartite,5,eval_input,2020-04-06 10:18:33,"inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->A 
}",true,,,,,
wschor,IsBipartite,6,eval_input,2020-04-06 10:19:11,"inst myInst {
  Node = A
       + B
       + C
  edges = A->B + A->C 
}",true,,,,,
wschor,IsBipartite,7,eval_input,2020-04-06 10:19:57,"inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->D + D->A
}",true,,,,,
wschor,IsBipartite,8,eval_input,2020-04-06 10:20:30,"inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->D + D->A + A->C
}",false,,,,,
wschor,IsBipartite,9,eval_input,2020-04-06 10:21:06,"inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->A
}",false,,,,,
wschor,IsBipartite,10,eval_input,2020-04-06 10:22:37,"inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + C->D + C->E + E->D
}",true,,,,,
wschor,IsBipartite,11,eval_input,2020-04-06 10:23:05,"inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + D->E + C->E + E->D
}",true,,,,,
wschor,IsBipartite,12,eval_input,2020-04-06 10:23:52,"inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + D->C + C->E + E->D
}",false,,,,,
wschor,IsBipartite,13,quiz_answer,2020-04-06 10:25:44,"inst myInst {
      Node = A 
      edges = A->A
    }",true,0,false,false,,
wschor,IsBipartite,14,eval_input,2020-04-06 10:26:22,"inst myInst {
  Node = A
  edges = A->A
}",false,,,,,
wschor,IsBipartite,15,eval_input,2020-04-06 10:28:05,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}",false,,,,,
wschor,IsBipartite,16,eval_input,2020-04-06 10:28:25,"inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->F + F->A
}",true,,,,,
wschor,IsBipartite,17,quiz_answer,2020-04-06 10:29:05,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
wschor,IsBipartite,18,quiz_answer,2020-04-06 10:29:14,"inst myInst {
      Node = A
      edges = none
    }",true,1,true,true,,
wschor,IsBipartite,19,quiz_answer,2020-04-06 10:29:25,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",true,2,true,true,,
wschor,IsBipartite,20,quiz_answer,2020-04-06 10:29:59,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",true,3,true,true,,
wschor,IsBipartite,21,quiz_answer,2020-04-06 10:30:20,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",false,4,false,true,,
wschor,IsBipartite,22,quiz_answer,2020-04-06 10:30:30,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",true,5,true,true,,
wschor,IsBipartite,23,quiz_answer,2020-04-06 10:30:57,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",true,6,true,true,,
wschor,IsBipartite,24,quiz_answer,2020-04-06 10:31:12,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
wschor,IsBipartite,25,final_answer,2020-04-06 10:31:15,,,,,,True if and only if graph does not contain an odd-sized cycle,
wschor,ThreeCycle,26,eval_input,2020-04-06 10:32:34,"inst myInst {
  Node = A
  edges = A->A
}",false,,,,,
wschor,ThreeCycle,27,eval_input,2020-04-06 10:32:45,"inst myInst {
  Node = A + B
  edges = A->B
}",false,,,,,
wschor,ThreeCycle,28,eval_input,2020-04-06 10:33:02,"inst myInst {
  Node = A + B + C
  edges = A->B + A->C
}",false,,,,,
wschor,ThreeCycle,29,eval_input,2020-04-06 10:33:15,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
}",true,,,,,
wschor,ThreeCycle,30,eval_input,2020-04-06 10:33:34,"inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->A 
}",false,,,,,
wschor,ThreeCycle,31,eval_input,2020-04-06 10:34:08,"inst myInst {
  Node = A + B + C + D + E + F + G
  edges = A->B + B->C + C->A
}",true,,,,,
wschor,ThreeCycle,32,eval_input,2020-04-06 10:34:18,"inst myInst {
  Node = A + B + C + D + E + F + G
  edges = A->B + B->C + C->A + E->F
}",true,,,,,
wschor,ThreeCycle,33,eval_input,2020-04-06 10:34:51,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}",false,,,,,
wschor,ThreeCycle,34,eval_input,2020-04-06 10:35:33,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + D->C 
}",false,,,,,
wschor,ThreeCycle,35,eval_input,2020-04-06 10:35:41,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C 
}",true,,,,,
wschor,ThreeCycle,36,eval_input,2020-04-06 10:36:52,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A
}",false,,,,,
wschor,ThreeCycle,37,eval_input,2020-04-06 10:37:21,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + C->A
}",true,,,,,
wschor,ThreeCycle,38,eval_input,2020-04-06 10:38:00,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}",false,,,,,
wschor,ThreeCycle,39,eval_input,2020-04-06 10:38:22,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C
}",true,,,,,
wschor,ThreeCycle,40,eval_input,2020-04-06 10:38:37,"inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C
}",true,,,,,
wschor,ThreeCycle,41,quiz_answer,2020-04-06 10:39:37,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
wschor,ThreeCycle,42,quiz_answer,2020-04-06 10:39:43,"inst myInst {
      Node = A
      edges = none
    }",false,1,false,true,,
wschor,ThreeCycle,43,quiz_answer,2020-04-06 10:39:49,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",false,2,false,true,,
wschor,ThreeCycle,44,quiz_answer,2020-04-06 10:40:06,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",false,3,false,true,,
wschor,ThreeCycle,45,quiz_answer,2020-04-06 10:40:13,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",true,4,true,true,,
wschor,ThreeCycle,46,quiz_answer,2020-04-06 10:40:21,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",false,5,false,true,,
wschor,ThreeCycle,47,quiz_answer,2020-04-06 10:40:31,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",false,6,false,true,,
wschor,ThreeCycle,48,quiz_answer,2020-04-06 10:40:43,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
wschor,ThreeCycle,49,final_answer,2020-04-06 10:40:46,,,,,,True if and only if graph contains a three ring,
wschor,IsDag,50,eval_input,2020-04-06 10:41:09,"inst myInst {
  Node = A 
  edges = A->A
}",false,,,,,
wschor,IsDag,51,eval_input,2020-04-06 10:41:36,"inst myInst {
  Node = A
  edges = none
}",true,,,,,
wschor,IsDag,52,eval_input,2020-04-06 10:41:56,"inst myInst {
  Node = A + B
  edges = A->B
}",true,,,,,
wschor,IsDag,53,eval_input,2020-04-06 10:42:03,"inst myInst {
  Node = A + B
  edges = A->B + B->A
}",false,,,,,
wschor,IsDag,54,eval_input,2020-04-06 10:42:24,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
}",false,,,,,
wschor,IsDag,55,eval_input,2020-04-06 10:42:33,"inst myInst {
  Node = A + B + C
  edges = A->B + B->C 
}",true,,,,,
wschor,IsDag,56,eval_input,2020-04-06 10:43:02,"inst myInst {
  Node = A + B + C
  edges = A->B + A->C + C->B
}",true,,,,,
wschor,IsDag,57,quiz_answer,2020-04-06 10:43:38,"inst myInst {
      Node = A 
      edges = A->A
    }",false,0,false,true,,
wschor,IsDag,58,quiz_answer,2020-04-06 10:43:43,"inst myInst {
      Node = A
      edges = none
    }",true,1,true,true,,
wschor,IsDag,59,quiz_answer,2020-04-06 10:43:51,"inst myInst {
      Node = A + B
      edges = A->B + B->A
    }",false,2,false,true,,
wschor,IsDag,60,quiz_answer,2020-04-06 10:43:59,"inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }",true,3,true,true,,
wschor,IsDag,61,quiz_answer,2020-04-06 10:44:08,"inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }",false,4,false,true,,
wschor,IsDag,62,quiz_answer,2020-04-06 10:44:21,"inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }",true,5,true,true,,
wschor,IsDag,63,quiz_answer,2020-04-06 10:44:31,"inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }",false,6,false,true,,
wschor,IsDag,64,quiz_answer,2020-04-06 10:44:43,"inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }",false,7,false,true,,
wschor,IsDag,65,final_answer,2020-04-06 10:44:46,,,,,,True iff acyclic,
yxin9,IsDag,0,eval_input,2020-04-06 11:11:06,"inst myInst {
  Node = A
       + B
       + C
  edges = none
}",true,,,,,
yxin9,IsDag,1,eval_input,2020-04-06 11:12:55,"inst myInst {
  Node = none
  edges = none
}",true,,,,,
yxin9,IsDag,2,eval_input,2020-04-06 11:13:02,"inst myInst {
  Node = A
  edges = none
}",true,,,,,
yxin9,IsDag,3,eval_input,2020-04-06 11:13:10,"inst myInst {
  Node = A+B
  edges = A->B
}",true,,,,,
ptheodor,ThreeCycle,0,eval_input,2020-04-06 11:13:13,"inst myInst {
  Node = A
       + B
       + C
  edges = none
}",false,,,,,
yxin9,IsDag,4,eval_input,2020-04-06 11:13:17,"inst myInst {
  Node = A+B+C
  edges = A->B
}",true,,,,,
yxin9,IsDag,5,eval_input,2020-04-06 11:13:26,"inst myInst {
  Node = A+B+C
  edges = A->C
}",true,,,,,
ptheodor,ThreeCycle,1,eval_input,2020-04-06 11:13:31,"inst myInst {
  Node = A
       + B
  edges = none
}",false,,,,,
yxin9,IsDag,6,eval_input,2020-04-06 11:13:32,"inst myInst {
  Node = A+B+C
  edges = A->B+B->A
}",false,,,,,
ptheodor,ThreeCycle,2,eval_input,2020-04-06 11:13:36,"inst myInst {
  Node = A
  edges = none
}",false,,,,,
yxin9,IsDag,7,eval_input,2020-04-06 11:13:36,"inst myInst {
  Node = A+B+C
  edges = A->B+B->C
}",true,,,,,
ptheodor,ThreeCycle,3,eval_input,2020-04-06 11:13:41,"inst myInst {
  Node = A
  edges = A -> A
}",false,,,,,
ptheodor,ThreeCycle,4,eval_input,2020-04-06 11:13:51,"inst myInst {
  Node = A
        + B
  edges = A -> A
}",false,,,,,
ptheodor,ThreeCycle,5,eval_input,2020-04-06 11:13:54,"inst myInst {
  Node = A
        + B
  edges = A -> B
}",false,,,,,
yxin9,IsDag,8,eval_input,2020-04-06 11:14:03,"inst myInst {
  Node = A+B+C+D
  edges = A->B+B->C
}",true,,,,,
ptheodor,ThreeCycle,6,eval_input,2020-04-06 11:14:06,"inst myInst {
  Node = A
        + B
  edges = A -> B
        + B -> A
}",false,,,,,
ptheodor,ThreeCycle,7,eval_input,2020-04-06 11:14:11,"inst myInst {
  Node = A
        + B
        + C
  edges = A -> B
        + B -> A
}",false,,,,,
