a,SumParityBool,26,final_answer,2020-02-24 01:33:00,,,,,,"if the length is 0,  2 or 4 its false",
a,Induced,27,eval_input,2020-02-24 01:33:10,11,55,,,,,
a,Induced,28,quiz_answer,2020-02-24 01:33:18,11,55,0,55,true,,
a,Induced,29,quiz_answer,2020-02-24 01:33:23,9,12,1,36,false,,
a,Induced,30,final_answer,2020-02-24 01:33:25,,,,,,w,
a,Average,31,eval_input,2020-02-24 01:34:08,1,1,,,,,
a,Average,32,eval_input,2020-02-24 01:34:19,1 2,1.5,,,,,
a,Average,33,eval_input,2020-02-24 01:34:21,1 2 3,2,,,,,
a,Average,34,eval_input,2020-02-24 01:34:28,1 2 3 4,2.5,,,,,
a,Average,35,eval_input,2020-02-24 01:34:36,4 4 4,4,,,,,
a,Average,36,quiz_answer,2020-02-24 01:34:48,1 8 24,11,0,11,true,,
a,Average,37,quiz_answer,2020-02-24 01:34:52,8 1 24,11,1,11,true,,
a,Average,38,quiz_answer,2020-02-24 01:34:58,1 2 3 14,5,2,5,true,,
ading6,SumParityInt,0,eval_input,2020-03-04 22:43:02,1,1,,,,,
ading6,SumParityInt,1,eval_input,2020-03-04 22:43:07,1 3 4,0,,,,,
ading6,SumParityInt,2,eval_input,2020-03-04 22:43:09,1 2,1,,,,,
ading6,SumParityInt,3,eval_input,2020-03-04 22:43:12,1 2 4,1,,,,,
ading6,SumParityInt,4,eval_input,2020-03-04 22:43:14,1 2 4 6,1,,,,,
ading6,SumParityInt,5,eval_input,2020-03-04 22:43:20,1 3 8,0,,,,,
ading6,SumParityInt,6,eval_input,2020-03-04 22:43:23,2 3,1,,,,,
ading6,SumParityInt,7,eval_input,2020-03-04 22:43:26,2 3 4,1,,,,,
ading6,SumParityInt,8,eval_input,2020-03-04 22:43:35,9 5 3,1,,,,,
ading6,SumParityInt,9,eval_input,2020-03-04 22:43:39,9 5 2,0,,,,,
ading6,SumParityInt,10,eval_input,2020-03-04 22:45:01,1,1,,,,,
ading6,SumParityInt,11,eval_input,2020-03-04 22:45:05,2,0,,,,,
ading6,SumParityInt,12,eval_input,2020-03-04 22:45:13,4 2,0,,,,,
ading6,SumParityInt,13,quiz_answer,2020-03-04 22:46:00,333,1,0,1,true,,
ading6,SumParityInt,14,quiz_answer,2020-03-04 22:46:10,-8 3,1,1,1,true,,
ading6,SumParityInt,15,quiz_answer,2020-03-04 22:46:14,1 0 1,0,2,0,true,,
ading6,SumParityInt,16,final_answer,2020-03-04 22:46:16,,,,,,"0 if numbers in the set sum to even
1 if numbers sum to odd",
ading6,Median,17,eval_input,2020-03-04 22:46:40,1,1,,,,,
ading6,Median,18,eval_input,2020-03-04 22:46:42,2,2,,,,,
ading6,Median,19,eval_input,2020-03-04 22:46:44,3,3,,,,,
ading6,Median,20,eval_input,2020-03-04 22:46:45,4,4,,,,,
ading6,Median,21,eval_input,2020-03-04 22:46:48,1 1,1,,,,,
ading6,Median,22,eval_input,2020-03-04 22:46:49,1 2,1.5,,,,,
ading6,Median,23,eval_input,2020-03-04 22:46:51,1 3,2,,,,,
ading6,Median,24,eval_input,2020-03-04 22:46:56,1 4,2.5,,,,,
ading6,Median,25,eval_input,2020-03-04 22:46:57,1 5,3,,,,,
ading6,Median,26,eval_input,2020-03-04 22:46:59,1 6,3.5,,,,,
ading6,Median,27,eval_input,2020-03-04 22:47:05,2 1,1.5,,,,,
ading6,Median,28,eval_input,2020-03-04 22:47:21,3 1,2,,,,,
ading6,Median,29,eval_input,2020-03-04 22:47:23,341,341,,,,,
ading6,Median,30,eval_input,2020-03-04 22:47:26,4 1,2.5,,,,,
ading6,Median,31,eval_input,2020-03-04 22:47:34,1 1,1,,,,,
ading6,Median,32,eval_input,2020-03-04 22:47:36,1 1 1,1,,,,,
ading6,Median,33,eval_input,2020-03-04 22:47:38,1 1 2,1,,,,,
ading6,Median,34,eval_input,2020-03-04 22:47:40,1 1 3,1,,,,,
ading6,Median,35,eval_input,2020-03-04 22:47:41,1 1 4,1,,,,,
ading6,Median,36,eval_input,2020-03-04 22:47:43,1 2 4,2,,,,,
ading6,Median,37,eval_input,2020-03-04 22:47:45,1 3 4,3,,,,,
ading6,Median,38,eval_input,2020-03-04 22:47:47,1 4 4,4,,,,,
ading6,Median,39,eval_input,2020-03-04 22:47:50,1 4 1000,4,,,,,
ading6,Median,40,eval_input,2020-03-04 22:47:57,1 4 -231,1,,,,,
ading6,Median,41,eval_input,2020-03-04 22:48:01,1 4 -231412,1,,,,,
ading6,Median,42,eval_input,2020-03-04 22:48:03,1 4 1,1,,,,,
ading6,Median,43,eval_input,2020-03-04 22:48:06,1 4 1142412,4,,,,,
ading6,Median,44,eval_input,2020-03-04 22:48:08,1 4 1142412452323,4,,,,,
ading6,Median,45,eval_input,2020-03-04 22:48:09,1 4 11424124523231,4,,,,,
ading6,Median,46,eval_input,2020-03-04 22:48:10,1 4 114241245232312,4,,,,,
ading6,Median,47,eval_input,2020-03-04 22:48:10,1 4 1142412452323123,4,,,,,
ading6,Median,48,eval_input,2020-03-04 22:48:11,1 4 11424124523231234,4,,,,,
ading6,Median,49,eval_input,2020-03-04 22:48:14,1 4 114241245232312350 14,9,,,,,
ading6,Median,50,eval_input,2020-03-04 22:48:18,1 4 114241245232312350 142,73,,,,,
ading6,Median,51,eval_input,2020-03-04 22:48:19,1 4 114241245232312350 1424,714,,,,,
ading6,Median,52,eval_input,2020-03-04 22:48:20,1 4 114241245232312350 14246,7125,,,,,
ading6,Median,53,eval_input,2020-03-04 22:48:23,1 4 114241245232312350 142468,71236,,,,,
ading6,Median,54,eval_input,2020-03-04 22:48:29,1 1 1,1,,,,,
ading6,Median,55,eval_input,2020-03-04 22:48:34,2 1 1,1,,,,,
ading6,Median,56,eval_input,2020-03-04 22:48:36,3 1 1,1,,,,,
ading6,Median,57,eval_input,2020-03-04 22:48:39,3 1,2,,,,,
ading6,Median,58,eval_input,2020-03-04 22:48:50,1 1,1,,,,,
ading6,Median,59,eval_input,2020-03-04 22:48:53,1 1 1,1,,,,,
ading6,Median,60,eval_input,2020-03-04 22:48:55,1 1 2,1,,,,,
ading6,Median,61,eval_input,2020-03-04 22:48:57,1 2 1,1,,,,,
ading6,Median,62,eval_input,2020-03-04 22:49:00,1 1 1,1,,,,,
ading6,Median,63,eval_input,2020-03-04 22:49:02,3 1 1,1,,,,,
ading6,Median,64,eval_input,2020-03-04 22:49:05,1 1 1 4,1,,,,,
ading6,Median,65,eval_input,2020-03-04 22:49:07,1 1 1 1,1,,,,,
ading6,Median,66,eval_input,2020-03-04 22:49:11,1 1 4 6,2.5,,,,,
ading6,Median,67,eval_input,2020-03-04 22:49:50,1 1 1 8 3,1,,,,,
ading6,Median,68,quiz_answer,2020-03-04 22:50:58,1 8 24,1,0,8,false,,
ading6,Median,69,quiz_answer,2020-03-04 22:51:55,1 8 24,10,0,8,false,,
ading6,Median,70,final_answer,2020-03-04 22:51:56,,,,,,Takes each non zero number and multiplies it by 1/cardinality of the number. Then it sums it.,
ading6,Induced,71,eval_input,2020-03-04 22:52:14,1,0,,,,,
ading6,Induced,72,eval_input,2020-03-04 22:52:15,2,1,,,,,
ading6,Induced,73,eval_input,2020-03-04 22:52:16,3,3,,,,,
ading6,Induced,74,eval_input,2020-03-04 22:52:18,4,6,,,,,
ading6,Induced,75,eval_input,2020-03-04 22:52:19,5,10,,,,,
ading6,Induced,76,eval_input,2020-03-04 22:52:20,5,10,,,,,
ading6,Induced,77,eval_input,2020-03-04 22:52:22,7,21,,,,,
ading6,Induced,78,eval_input,2020-03-04 22:52:23,6,15,,,,,
ading6,Induced,79,quiz_answer,2020-03-04 22:53:58,11,55,0,55,true,,
ading6,Induced,80,quiz_answer,2020-03-04 22:54:07,9,36,1,36,true,,
ading6,Induced,81,quiz_answer,2020-03-04 22:54:14,6,15,2,15,true,,
ading6,Induced,82,final_answer,2020-03-04 22:54:15,,,,,,#NAME?,
ading6,SumBetween,83,eval_input,2020-03-04 22:54:31,0 0,0,,,,,
ading6,SumBetween,84,eval_input,2020-03-04 22:54:33,0 1,1,,,,,
ading6,SumBetween,85,eval_input,2020-03-04 22:54:34,0 2,3,,,,,
ading6,SumBetween,86,eval_input,2020-03-04 22:54:35,0 3,6,,,,,
ading6,SumBetween,87,eval_input,2020-03-04 22:54:37,0 4,10,,,,,
ading6,SumBetween,88,eval_input,2020-03-04 22:54:38,0 5,15,,,,,
ading6,SumBetween,89,eval_input,2020-03-04 22:54:39,0 6,21,,,,,
ading6,SumBetween,90,eval_input,2020-03-04 22:54:41,0 7,28,,,,,
ading6,SumBetween,91,eval_input,2020-03-04 22:54:58,1 0,0,,,,,
ading6,SumBetween,92,eval_input,2020-03-04 22:55:00,2 0,0,,,,,
ading6,SumBetween,93,eval_input,2020-03-04 22:55:01,3 0,0,,,,,
ading6,SumBetween,94,eval_input,2020-03-04 22:55:02,4 0,0,,,,,
ading6,SumBetween,95,eval_input,2020-03-04 22:55:04,4 0,0,,,,,
ading6,SumBetween,96,eval_input,2020-03-04 22:55:04,6 0,0,,,,,
ading6,SumBetween,97,eval_input,2020-03-04 22:55:07,1 1,1,,,,,
ading6,SumBetween,98,eval_input,2020-03-04 22:55:10,2 1,0,,,,,
ading6,SumBetween,99,eval_input,2020-03-04 22:55:11,3 1,0,,,,,
ading6,SumBetween,100,eval_input,2020-03-04 22:55:13,4 1,0,,,,,
ading6,SumBetween,101,eval_input,2020-03-04 22:55:15,4 5,9,,,,,
ading6,SumBetween,102,eval_input,2020-03-04 22:55:16,4 4,4,,,,,
ading6,SumBetween,103,eval_input,2020-03-04 22:55:19,4 5,9,,,,,
ading6,SumBetween,104,eval_input,2020-03-04 22:55:23,1 1,1,,,,,
ading6,SumBetween,105,eval_input,2020-03-04 22:55:24,1 2,3,,,,,
ading6,SumBetween,106,eval_input,2020-03-04 22:55:25,1 3,6,,,,,
ading6,SumBetween,107,eval_input,2020-03-04 22:55:26,1 4,10,,,,,
ading6,SumBetween,108,eval_input,2020-03-04 22:55:27,1 5,15,,,,,
ading6,SumBetween,109,eval_input,2020-03-04 22:55:32,2 1,0,,,,,
ading6,SumBetween,110,eval_input,2020-03-04 22:55:33,2 2,2,,,,,
ading6,SumBetween,111,eval_input,2020-03-04 22:55:34,2 3,5,,,,,
ading6,SumBetween,112,eval_input,2020-03-04 22:55:43,3 1,0,,,,,
ading6,SumBetween,113,eval_input,2020-03-04 22:55:44,3 2,0,,,,,
ading6,SumBetween,114,eval_input,2020-03-04 22:55:45,3 3,3,,,,,
ading6,SumBetween,115,eval_input,2020-03-04 22:55:47,3 4,7,,,,,
ading6,SumBetween,116,eval_input,2020-03-04 22:55:48,3 5,12,,,,,
ading6,SumBetween,117,quiz_answer,2020-03-04 22:58:36,"2,5",14,0,14,true,,
ading6,SumBetween,118,quiz_answer,2020-03-04 22:58:44,"5,2",14,1,0,false,,
ading6,SumBetween,119,cheat_attempt,2020-03-04 22:58:59,5 2,0,,,,,
ading6,SumBetween,120,eval_input,2020-03-04 22:59:01,5 3,0,,,,,
ading6,SumBetween,121,quiz_answer,2020-03-04 22:59:36,"2,5",14,0,14,true,,
ading6,SumBetween,122,quiz_answer,2020-03-04 22:59:45,"5,2",0,1,0,true,,
ading6,SumBetween,123,quiz_answer,2020-03-04 22:59:55,"-2,3",3,2,3,true,,
ading6,SumBetween,124,final_answer,2020-03-04 22:59:56,,,,,,adds ints counting down from y until y < x,
ading6,SecondIntoFirstDivisible,125,eval_input,2020-03-04 23:00:13,0 0,true,,,,,
ading6,SecondIntoFirstDivisible,126,eval_input,2020-03-04 23:00:15,0 1,true,,,,,
ading6,SecondIntoFirstDivisible,127,eval_input,2020-03-04 23:00:16,0 2,true,,,,,
ading6,SecondIntoFirstDivisible,128,eval_input,2020-03-04 23:00:17,0 3,true,,,,,
ading6,SecondIntoFirstDivisible,129,eval_input,2020-03-04 23:00:18,0 4,true,,,,,
ading6,SecondIntoFirstDivisible,130,eval_input,2020-03-04 23:00:21,1 1,true,,,,,
ading6,SecondIntoFirstDivisible,131,eval_input,2020-03-04 23:00:22,1 2,false,,,,,
ading6,SecondIntoFirstDivisible,132,eval_input,2020-03-04 23:00:23,1 3,false,,,,,
ading6,SecondIntoFirstDivisible,133,eval_input,2020-03-04 23:00:24,1 4,false,,,,,
ading6,SecondIntoFirstDivisible,134,eval_input,2020-03-04 23:00:25,1 5,false,,,,,
ading6,SecondIntoFirstDivisible,135,eval_input,2020-03-04 23:00:30,2 1,true,,,,,
ading6,SecondIntoFirstDivisible,136,eval_input,2020-03-04 23:00:31,2 2,true,,,,,
ading6,SecondIntoFirstDivisible,137,eval_input,2020-03-04 23:00:32,2 3,false,,,,,
ading6,SecondIntoFirstDivisible,138,eval_input,2020-03-04 23:00:33,2 4,false,,,,,
ading6,SecondIntoFirstDivisible,139,eval_input,2020-03-04 23:00:34,2 5,false,,,,,
ading6,SecondIntoFirstDivisible,140,eval_input,2020-03-04 23:00:56,3 1,true,,,,,
ading6,SecondIntoFirstDivisible,141,eval_input,2020-03-04 23:00:58,3 2,false,,,,,
ading6,SecondIntoFirstDivisible,142,eval_input,2020-03-04 23:00:59,3 3,true,,,,,
ading6,SecondIntoFirstDivisible,143,eval_input,2020-03-04 23:01:01,3 4,false,,,,,
ading6,SecondIntoFirstDivisible,145,eval_input,2020-03-04 23:01:02,3 6,false,,,,,
ading6,SecondIntoFirstDivisible,144,eval_input,2020-03-04 23:01:02,3 5,false,,,,,
ading6,SecondIntoFirstDivisible,146,eval_input,2020-03-04 23:01:04,3 7,false,,,,,
ading6,SecondIntoFirstDivisible,147,quiz_answer,2020-03-04 23:01:57,"8,2",true,0,true,true,,
ading6,SecondIntoFirstDivisible,148,quiz_answer,2020-03-04 23:02:00,"2,8",false,1,false,true,,
ading6,SecondIntoFirstDivisible,149,quiz_answer,2020-03-04 23:02:01,"0,2",false,2,true,false,,
ading6,SecondIntoFirstDivisible,150,quiz_answer,2020-03-04 23:04:13,"8,2",true,0,true,true,,
ading6,SecondIntoFirstDivisible,151,quiz_answer,2020-03-04 23:04:16,"2,8",false,1,false,true,,
ading6,SecondIntoFirstDivisible,152,quiz_answer,2020-03-04 23:04:19,"0,2",true,2,true,true,,
ading6,SecondIntoFirstDivisible,153,final_answer,2020-03-04 23:04:19,,,,,,y divides x,
akim112,SumParityInt,0,eval_input,2020-03-07 13:30:33,3,1,,,,,
akim112,SumParityInt,1,eval_input,2020-03-07 13:30:37,0,0,,,,,
akim112,SumParityInt,2,eval_input,2020-03-07 13:30:39,1,1,,,,,
akim112,SumParityInt,3,eval_input,2020-03-07 13:30:40,2,0,,,,,
akim112,SumParityInt,4,eval_input,2020-03-07 13:30:42,3,1,,,,,
akim112,SumParityInt,5,eval_input,2020-03-07 13:30:44,4,0,,,,,
akim112,SumParityInt,6,eval_input,2020-03-07 13:30:45,5,1,,,,,
akim112,SumParityInt,7,quiz_answer,2020-03-07 13:31:12,333,1,0,1,true,,
akim112,SumParityInt,8,quiz_answer,2020-03-07 13:31:38,-8 3,1,1,1,true,,
akim112,SumParityInt,9,quiz_answer,2020-03-07 13:31:44,1 0 1,0,2,0,true,,
akim112,SumParityInt,10,final_answer,2020-03-07 13:31:45,,,,,,input % 2 ,
akim112,SecondIntoFirstDivisible,11,eval_input,2020-03-07 13:32:11,1 1,true,,,,,
akim112,SecondIntoFirstDivisible,12,eval_input,2020-03-07 13:32:14,1 2,false,,,,,
akim112,SecondIntoFirstDivisible,13,eval_input,2020-03-07 13:32:16,1 3,false,,,,,
akim112,SecondIntoFirstDivisible,14,eval_input,2020-03-07 13:32:16,1 4,false,,,,,
akim112,SecondIntoFirstDivisible,15,eval_input,2020-03-07 13:32:17,1 5,false,,,,,
akim112,SecondIntoFirstDivisible,16,eval_input,2020-03-07 13:32:18,1 6,false,,,,,
akim112,SecondIntoFirstDivisible,17,eval_input,2020-03-07 13:32:18,1 7,false,,,,,
akim112,SecondIntoFirstDivisible,18,eval_input,2020-03-07 13:32:21,2 7,false,,,,,
akim112,SecondIntoFirstDivisible,19,eval_input,2020-03-07 13:32:24,2 0,false,,,,,
akim112,SecondIntoFirstDivisible,20,eval_input,2020-03-07 13:32:25,2 1,true,,,,,
akim112,SecondIntoFirstDivisible,21,eval_input,2020-03-07 13:32:26,2 2,true,,,,,
akim112,SecondIntoFirstDivisible,22,eval_input,2020-03-07 13:32:28,2 3,false,,,,,
akim112,SecondIntoFirstDivisible,23,eval_input,2020-03-07 13:32:29,2 4,false,,,,,
akim112,SecondIntoFirstDivisible,24,eval_input,2020-03-07 13:32:30,2 5,false,,,,,
akim112,SecondIntoFirstDivisible,25,eval_input,2020-03-07 13:32:32,2 6,false,,,,,
akim112,SecondIntoFirstDivisible,26,eval_input,2020-03-07 13:32:33,2 7,false,,,,,
akim112,SecondIntoFirstDivisible,27,eval_input,2020-03-07 13:32:33,2 8,false,,,,,
akim112,SecondIntoFirstDivisible,28,eval_input,2020-03-07 13:32:36,3 8,false,,,,,
akim112,SecondIntoFirstDivisible,29,eval_input,2020-03-07 13:32:41,3 0,false,,,,,
akim112,SecondIntoFirstDivisible,30,eval_input,2020-03-07 13:32:42,3 1,true,,,,,
akim112,SecondIntoFirstDivisible,31,eval_input,2020-03-07 13:32:43,3 2,false,,,,,
akim112,SecondIntoFirstDivisible,32,eval_input,2020-03-07 13:32:44,3 3,true,,,,,
akim112,SecondIntoFirstDivisible,33,eval_input,2020-03-07 13:32:46,3 4,false,,,,,
akim112,SecondIntoFirstDivisible,34,eval_input,2020-03-07 13:32:47,3 5,false,,,,,
akim112,SecondIntoFirstDivisible,35,eval_input,2020-03-07 13:32:48,3 6,false,,,,,
akim112,SecondIntoFirstDivisible,36,eval_input,2020-03-07 13:32:51,4 6,false,,,,,
akim112,SecondIntoFirstDivisible,37,eval_input,2020-03-07 13:32:55,4 0,false,,,,,
akim112,SecondIntoFirstDivisible,38,eval_input,2020-03-07 13:32:56,4 1,true,,,,,
akim112,SecondIntoFirstDivisible,39,eval_input,2020-03-07 13:32:57,4 2,true,,,,,
akim112,SecondIntoFirstDivisible,40,eval_input,2020-03-07 13:32:58,4 3,false,,,,,
akim112,SecondIntoFirstDivisible,41,eval_input,2020-03-07 13:32:59,4 4,true,,,,,
akim112,SecondIntoFirstDivisible,42,eval_input,2020-03-07 13:33:11,8 1,true,,,,,
akim112,SecondIntoFirstDivisible,43,eval_input,2020-03-07 13:33:14,8 2,true,,,,,
akim112,SecondIntoFirstDivisible,44,eval_input,2020-03-07 13:33:15,8 4,true,,,,,
akim112,SecondIntoFirstDivisible,45,eval_input,2020-03-07 13:33:19,8 8,true,,,,,
akim112,SecondIntoFirstDivisible,46,eval_input,2020-03-07 13:34:10,13 1,true,,,,,
akim112,SecondIntoFirstDivisible,47,eval_input,2020-03-07 13:34:12,13 2,false,,,,,
akim112,SecondIntoFirstDivisible,48,eval_input,2020-03-07 13:34:14,13 13,true,,,,,
akim112,SecondIntoFirstDivisible,49,eval_input,2020-03-07 13:34:16,13 17,false,,,,,
akim112,SecondIntoFirstDivisible,50,eval_input,2020-03-07 13:34:18,13 2,false,,,,,
akim112,SecondIntoFirstDivisible,51,eval_input,2020-03-07 13:34:38,-2 1,true,,,,,
akim112,SecondIntoFirstDivisible,52,eval_input,2020-03-07 13:34:41,-2 -2,true,,,,,
akim112,SecondIntoFirstDivisible,53,eval_input,2020-03-07 13:34:43,-2 2,true,,,,,
akim112,SecondIntoFirstDivisible,54,eval_input,2020-03-07 13:34:44,-2 4,false,,,,,
akim112,SecondIntoFirstDivisible,55,quiz_answer,2020-03-07 13:35:08,"8,2",true,0,true,true,,
akim112,SecondIntoFirstDivisible,56,quiz_answer,2020-03-07 13:35:17,"2,8",false,1,false,true,,
akim112,SecondIntoFirstDivisible,57,quiz_answer,2020-03-07 13:35:22,"0,2",false,2,true,false,,
akim112,SecondIntoFirstDivisible,58,quiz_answer,2020-03-07 13:36:00,"8,2",true,0,true,true,,
akim112,SecondIntoFirstDivisible,59,quiz_answer,2020-03-07 13:36:05,"2,8",false,1,false,true,,
akim112,SecondIntoFirstDivisible,60,quiz_answer,2020-03-07 13:36:08,"0,2",true,2,true,true,,
akim112,SecondIntoFirstDivisible,61,final_answer,2020-03-07 13:36:10,,,,,,function will return true if second number is factor of the first number,
akim112,Induced,62,eval_input,2020-03-07 13:36:33,1,0,,,,,
akim112,Induced,63,eval_input,2020-03-07 13:36:34,2,1,,,,,
akim112,Induced,64,eval_input,2020-03-07 13:36:35,3,3,,,,,
akim112,Induced,65,eval_input,2020-03-07 13:36:35,4,6,,,,,
akim112,Induced,66,eval_input,2020-03-07 13:36:36,5,10,,,,,
akim112,Induced,67,eval_input,2020-03-07 13:36:37,6,15,,,,,
akim112,Induced,68,eval_input,2020-03-07 13:36:38,7,21,,,,,
akim112,Induced,69,quiz_answer,2020-03-07 13:38:17,11,55,0,55,true,,
akim112,Induced,70,quiz_answer,2020-03-07 13:38:23,9,36,1,36,true,,
akim112,Induced,71,quiz_answer,2020-03-07 13:38:27,6,15,2,15,true,,
akim112,Induced,72,final_answer,2020-03-07 13:38:28,,,,,,It's the sum of previous integer + previous evaluation,
akim112,SumBetween,73,eval_input,2020-03-07 13:38:42,1 1,1,,,,,
akim112,SumBetween,74,eval_input,2020-03-07 13:38:44,1 2,3,,,,,
akim112,SumBetween,75,eval_input,2020-03-07 13:38:45,1 3,6,,,,,
akim112,SumBetween,76,eval_input,2020-03-07 13:38:46,1 4,10,,,,,
akim112,SumBetween,77,eval_input,2020-03-07 13:38:47,1 5,15,,,,,
akim112,SumBetween,78,eval_input,2020-03-07 13:39:11,2 5,14,,,,,
akim112,SumBetween,79,eval_input,2020-03-07 13:39:38,1 1,1,,,,,
akim112,SumBetween,80,eval_input,2020-03-07 13:39:42,1 2,3,,,,,
akim112,SumBetween,81,eval_input,2020-03-07 13:39:45,2 1,0,,,,,
akim112,SumBetween,82,eval_input,2020-03-07 13:39:49,2 2,2,,,,,
akim112,SumBetween,83,eval_input,2020-03-07 13:39:52,2 3,5,,,,,
akim112,SumBetween,84,eval_input,2020-03-07 13:39:55,2 4,9,,,,,
akim112,SumBetween,85,eval_input,2020-03-07 13:39:59,2 5,14,,,,,
akim112,SumBetween,86,eval_input,2020-03-07 13:40:03,2 6,20,,,,,
akim112,SumBetween,87,eval_input,2020-03-07 13:40:15,3 0,0,,,,,
akim112,SumBetween,88,eval_input,2020-03-07 13:40:16,3 1,0,,,,,
akim112,SumBetween,89,eval_input,2020-03-07 13:40:17,3 2,0,,,,,
akim112,SumBetween,90,eval_input,2020-03-07 13:40:19,3 3,3,,,,,
akim112,SumBetween,91,eval_input,2020-03-07 13:40:24,3 4,7,,,,,
akim112,SumBetween,92,eval_input,2020-03-07 13:40:26,3 5,12,,,,,
akim112,SumBetween,93,eval_input,2020-03-07 13:40:29,3 6,18,,,,,
akim112,SumBetween,94,quiz_answer,2020-03-07 13:42:21,"2,5",14,0,14,true,,
akim112,SumBetween,95,quiz_answer,2020-03-07 13:42:27,"5,2",0,1,0,true,,
akim112,SumBetween,96,quiz_answer,2020-03-07 13:43:26,"-2,3",3,2,3,true,,
akim112,SumBetween,97,final_answer,2020-03-07 13:43:28,,,,,,"given two integers, the sum is second number + second number - 1 result",
akim112,Median,98,eval_input,2020-03-07 13:43:41,1,1,,,,,
akim112,Median,99,eval_input,2020-03-07 13:43:43,2,2,,,,,
akim112,Median,100,eval_input,2020-03-07 13:43:44,3,3,,,,,
akim112,Median,101,eval_input,2020-03-07 13:43:45,4,4,,,,,
akim112,Median,102,eval_input,2020-03-07 13:43:47,1 1,1,,,,,
akim112,Median,103,eval_input,2020-03-07 13:43:48,1 2,1.5,,,,,
akim112,Median,104,eval_input,2020-03-07 13:43:50,1 3,2,,,,,
akim112,Median,105,eval_input,2020-03-07 13:44:01,1 1 1,1,,,,,
akim112,Median,106,eval_input,2020-03-07 13:44:02,1 1 2,1,,,,,
akim112,Median,107,eval_input,2020-03-07 13:44:04,1 1 3,1,,,,,
akim112,Median,108,eval_input,2020-03-07 13:44:04,1 1 4,1,,,,,
akim112,Median,109,eval_input,2020-03-07 13:44:06,1 2 2,2,,,,,
akim112,Median,110,eval_input,2020-03-07 13:44:09,1 2 10,2,,,,,
akim112,Median,111,eval_input,2020-03-07 13:44:16,1 3,2,,,,,
akim112,Median,112,eval_input,2020-03-07 13:44:17,1 4,2.5,,,,,
akim112,Median,113,eval_input,2020-03-07 13:44:18,1 5,3,,,,,
akim112,Median,115,eval_input,2020-03-07 13:44:24,1 7,4,,,,,
akim112,Median,114,eval_input,2020-03-07 13:44:24,1 6,3.5,,,,,
akim112,Median,116,eval_input,2020-03-07 13:44:28,2 0,1,,,,,
akim112,Median,117,eval_input,2020-03-07 13:44:29,2 1,1.5,,,,,
akim112,Median,118,eval_input,2020-03-07 13:44:31,2 2,2,,,,,
akim112,Median,119,eval_input,2020-03-07 13:44:33,2 3,2.5,,,,,
akim112,Median,120,eval_input,2020-03-07 13:44:34,2 4,3,,,,,
akim112,Median,121,eval_input,2020-03-07 13:44:41,2 4 10,4,,,,,
akim112,Median,122,eval_input,2020-03-07 13:44:56,2 4 3,3,,,,,
akim112,Median,123,eval_input,2020-03-07 13:44:57,2 4 2,2,,,,,
